Duration,sex,age,race,race_8_TEXT,pid1,ideo,pol_interest,pres_approval,state,educ,affective_Dem,affective_Rep,china_frenemy,china_threat,china_opp,tool_diplomacy,tool_sanction,tool_assist_c,tool_covertAction,tool_milthreat,tool_milforce,gender,age,hhi,ethnicity,hispanic,education,political_party,region
561,Female,85,White,,Independent / Other,"Moderate, middle of the road",Moderately interested,Approve Somewhat,Florida,"Some college, but no degree (yet)",50,50,Unfriendly,Agree Slightly,Agree Somewhat,Very Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,2,85,4,1,1,7,4,3
2324,Male,52,Some other race – Type in race,Other,Democrat,Slightly liberal,Very interested,Disapprove Strongly,Massachusetts,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",67,30,Unfriendly,Neither Agree nor Disagree,Agree Somewhat,Very Acceptable,Neutral,Neutral,Neutral,Very Unacceptable,Very Unacceptable,1,52,16,15,1,7,2,1
490,Female,36,Asian or Asian American,,Republican,Conservative,Moderately interested,Approve Strongly,Utah,High school graduate,2,100,Unfriendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Unacceptable,Somewhat Unacceptable,Very Unacceptable,Neutral,Neutral,Somewhat Acceptable,2,36,14,4,1,2,10,4
781,Male,23,White,,Democrat,"Moderate, middle of the road",Very interested,Disapprove Somewhat,California,"Some college, but no degree (yet)",56,21,Ally,Agree Somewhat,Agree Strongly,Very Acceptable,Neutral,Very Unacceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,1,23,20,1,1,4,2,4
526,Female,72,White,,Republican,Conservative,Extremely interested,Approve Somewhat,Arizona,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",6,72,Enemy,Agree Strongly,Agree Slightly,Very Acceptable,Somewhat Acceptable,Very Unacceptable,Neutral,Somewhat Unacceptable,Very Unacceptable,2,72,19,1,1,7,10,4
1586,Male,60,White,,Republican,Conservative,Moderately interested,Approve Somewhat,California,4-year college degree,35,75,Unfriendly,Agree Strongly,Disagree Somewhat,Very Acceptable,Very Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Neutral,1,60,1,1,1,6,10,4
274,Male,53,White,,Republican,Extremely conservative,Extremely interested,Approve Strongly,Mississippi,4-year college degree,1,100,Friendly,Disagree Slightly,Agree Strongly,Very Acceptable,Neutral,Neutral,Very Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,1,53,13,1,1,6,10,3
530,Male,48,White,,Independent / Other,"Moderate, middle of the road",Very interested,Approve Somewhat,California,4-year college degree,50,50,Friendly,Agree Slightly,Agree Somewhat,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Very Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,1,48,14,1,1,6,4,4
956,Male,69,White,,Independent / Other,Slightly liberal,Moderately interested,Disapprove Somewhat,Connecticut,2-year college degree,41,36,Unfriendly,Agree Slightly,Disagree Somewhat,Somewhat Acceptable,Neutral,Somewhat Unacceptable,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,1,69,6,1,1,5,4,1
620,Female,71,White,,Republican,Slightly conservative,Moderately interested,Approve Somewhat,Pennsylvania,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",31,71,Unfriendly,Agree Somewhat,Neither Agree nor Disagree,Very Acceptable,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,2,72,17,1,1,7,9,1
586,Male,80,White,,Republican,Conservative,Very interested,Approve Strongly,New Jersey,"Some college, but no degree (yet)",0,90,Enemy,Agree Strongly,Agree Slightly,Very Acceptable,Very Acceptable,Somewhat Acceptable,Neutral,Somewhat Unacceptable,Very Unacceptable,1,80,8,1,1,4,10,1
1117,Male,52,Black or African American,,Democrat,Liberal,Very interested,Disapprove Strongly,North Carolina,2-year college degree,99,17,Friendly,Neither Agree nor Disagree,Agree Slightly,Very Acceptable,Somewhat Unacceptable,Very Unacceptable,Neutral,Very Unacceptable,Very Unacceptable,1,52,1,2,14,4,1,3
138,Male,20,White,,Independent / Other,Liberal,Very interested,Neither Approve nor Disapprove,Texas,2-year college degree,22,44,Friendly,Disagree Somewhat,Neither Agree nor Disagree,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Neutral,Somewhat Unacceptable,Very Acceptable,1,20,1,1,1,2,6,3
447,Male,48,White,,Independent / Other,Slightly liberal,Moderately interested,Disapprove Somewhat,Alabama,4-year college degree,9,6,Friendly,Disagree Strongly,Agree Strongly,Very Acceptable,Somewhat Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,48,4,1,1,6,7,3
882,Male,70,Hispanic or Latino,,Democrat,Extremely liberal,Extremely interested,Disapprove Strongly,Texas,"Some college, but no degree (yet)",84,20,Enemy,Agree Strongly,Agree Somewhat,Very Acceptable,Somewhat Acceptable,Neutral,Neutral,Neutral,Somewhat Unacceptable,1,70,14,1,2,4,1,3
1487,Male,48,White,,Democrat,"Moderate, middle of the road",Moderately interested,Disapprove Somewhat,Pennsylvania,4-year college degree,76,26,Unfriendly,Agree Somewhat,Agree Slightly,Somewhat Unacceptable,Neutral,Very Unacceptable,Very Acceptable,Somewhat Acceptable,Somewhat Unacceptable,1,48,-3105,1,1,1,2,1
813,Male,21,White,,Independent / Other,Slightly conservative,Moderately interested,Disapprove Somewhat,Washington,High school graduate,20,100,Ally,Neither Agree nor Disagree,Neither Agree nor Disagree,Very Acceptable,Neutral,Very Unacceptable,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,1,21,3,1,1,2,5,4
1059,Male,55,White,,Republican,Extremely conservative,Extremely interested,Approve Strongly,Arkansas,4-year college degree,4,85,Enemy,Agree Strongly,Agree Slightly,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Very Acceptable,Somewhat Acceptable,Somewhat Unacceptable,1,55,11,1,1,6,10,3
6832,Female,21,Black or African American,,Democrat,Liberal,Very interested,Approve Somewhat,Alabama,"Some college, but no degree (yet)",94,10,Friendly,Disagree Slightly,Agree Slightly,Somewhat Acceptable,Somewhat Acceptable,Neutral,Neutral,Neutral,Somewhat Acceptable,2,21,6,2,1,2,1,3
1121,Male,67,White,,Independent / Other,"Moderate, middle of the road",Very interested,Disapprove Strongly,Arizona,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",64,19,Friendly,Neither Agree nor Disagree,Agree Slightly,Very Acceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,67,16,1,1,7,4,4
521,Male,48,White,,Democrat,Slightly liberal,Very interested,Disapprove Strongly,Washington,"Some college, but no degree (yet)",78,0,Unfriendly,Agree Strongly,Disagree Somewhat,Very Acceptable,Very Unacceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,48,6,1,1,4,1,4
324,Male,23,White,,Republican,Extremely conservative,Extremely interested,Approve Strongly,Utah,2-year college degree,20,50,Friendly,Disagree Somewhat,Agree Somewhat,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,23,3,1,1,6,9,4
403,Male,67,White,,Independent / Other,Slightly conservative,Very interested,Approve Somewhat,North Carolina,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",80,80,Unfriendly,Agree Slightly,Agree Slightly,Very Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Neutral,Neutral,1,67,13,1,1,7,5,3
1157,Male,62,White,,Independent / Other,"Moderate, middle of the road",Slightly interested,Disapprove Somewhat,Mississippi,"Some college, but no degree (yet)",43,41,Unfriendly,Agree Somewhat,Agree Slightly,Very Acceptable,Neutral,Neutral,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,1,62,3,1,1,4,4,3
347,Male,62,White,,Republican,Conservative,Very interested,Approve Somewhat,Florida,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",23,62,Enemy,Agree Somewhat,Neither Agree nor Disagree,Somewhat Acceptable,Somewhat Acceptable,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,1,62,6,1,1,7,9,3
818,Female,81,White,,Independent / Other,"Moderate, middle of the road",Very interested,Disapprove Strongly,Connecticut,4-year college degree,73,15,Unfriendly,Agree Somewhat,Disagree Slightly,Very Acceptable,Very Acceptable,Neutral,Very Unacceptable,Somewhat Acceptable,Very Unacceptable,2,81,18,1,1,6,3,1
868,Female,67,White,,Republican,Conservative,Extremely interested,Approve Strongly,Texas,4-year college degree,26,81,Unfriendly,Agree Somewhat,Agree Slightly,Very Acceptable,Somewhat Acceptable,Neutral,Somewhat Acceptable,Somewhat Acceptable,Neutral,2,67,5,1,1,6,10,3
510,Male,54,White,,Independent / Other,Slightly conservative,Moderately interested,Approve Somewhat,Texas,4-year college degree,22,72,Friendly,Agree Slightly,Agree Slightly,Very Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Very Unacceptable,1,54,13,1,1,6,5,3
347,Male,63,White,,Independent / Other,"Moderate, middle of the road",Slightly interested,Neither Approve nor Disapprove,North Carolina,High school graduate,3,26,Enemy,Agree Somewhat,Neither Agree nor Disagree,Very Acceptable,Somewhat Acceptable,Neutral,Neutral,Neutral,Somewhat Unacceptable,1,63,14,1,1,2,4,3
413,Male,63,White,,Democrat,"Moderate, middle of the road",Very interested,Disapprove Somewhat,Florida,High school graduate,91,37,Unfriendly,Agree Slightly,Neither Agree nor Disagree,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Neutral,Neutral,Neutral,1,63,2,1,1,2,1,3
413,Male,67,White,,Democrat,Liberal,Extremely interested,Disapprove Strongly,Florida,High school graduate,86,1,Unfriendly,Agree Somewhat,Agree Somewhat,Very Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,67,10,1,1,2,1,3
405,Female,48,Asian or Asian American,,Republican,Extremely liberal,Extremely interested,Approve Strongly,New York,High school graduate,100,100,Friendly,Agree Strongly,Agree Strongly,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,2,48,-3105,4,1,2,10,1
506,Female,70,White,,Independent / Other,"Moderate, middle of the road",Slightly interested,Disapprove Strongly,Utah,2-year college degree,50,50,Friendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,2,70,4,1,1,6,3,4
401,Male,48,White,,Independent / Other,Conservative,Very interested,Approve Strongly,Arizona,"Some college, but no degree (yet)",0,51,Unfriendly,Agree Slightly,Neither Agree nor Disagree,Very Acceptable,Neutral,Neutral,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,1,48,1,1,1,4,5,4
235,Male,56,Hispanic or Latino,,Democrat,Liberal,Very interested,Approve Somewhat,New York,2-year college degree,86,21,Friendly,Disagree Somewhat,Agree Somewhat,Somewhat Acceptable,Somewhat Unacceptable,Neutral,Very Unacceptable,Somewhat Unacceptable,Very Unacceptable,1,56,5,15,14,4,2,1
1412,Female,73,White,,Democrat,Liberal,Very interested,Disapprove Strongly,California,4-year college degree,85,70,Unfriendly,Agree Slightly,Agree Somewhat,Very Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,2,73,2,1,1,6,1,4
933,Female,72,White,,Independent / Other,Liberal,Moderately interested,Disapprove Strongly,Nevada,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",40,20,Unfriendly,Disagree Somewhat,Agree Strongly,Very Acceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,2,72,1,1,1,7,4,4
954,Male,58,White,,Democrat,Conservative,Very interested,Approve Strongly,Tennessee,Did not graduate from high school,31,92,Ally,Agree Strongly,Disagree Somewhat,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,1,58,19,1,1,1,2,3
175,Male,19,White,,Democrat,Liberal,Slightly interested,Neither Approve nor Disapprove,Alabama,Did not graduate from high school,85,13,Friendly,Neither Agree nor Disagree,Disagree Somewhat,Neutral,Neutral,Very Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Acceptable,1,19,1,1,1,3,2,3
1803,Female,72,White,,Independent / Other,"Moderate, middle of the road",Extremely interested,Disapprove Strongly,Massachusetts,High school graduate,78,21,Enemy,Agree Strongly,Agree Somewhat,Somewhat Acceptable,Very Unacceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,2,72,-3105,1,1,2,3,1
3906,Male,56,White,,Republican,Conservative,Slightly interested,Approve Somewhat,North Carolina,High school graduate,0,100,Unfriendly,Agree Somewhat,Neither Agree nor Disagree,Neutral,Neutral,Very Unacceptable,Neutral,Neutral,Neutral,1,56,3,1,1,2,10,3
554,Female,68,White,,Democrat,Extremely liberal,Extremely interested,Disapprove Strongly,Washington,4-year college degree,82,2,Friendly,Agree Slightly,Agree Strongly,Somewhat Acceptable,Somewhat Unacceptable,Neutral,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,2,68,2,1,1,6,1,4
1448,Female,68,White,,Republican,Conservative,Very interested,Approve Strongly,New Hampshire,"Some college, but no degree (yet)",30,90,Unfriendly,Agree Strongly,Agree Slightly,Very Acceptable,Very Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Neutral,Neutral,2,68,13,1,1,4,9,1
284,Male,21,Hispanic or Latino,,Independent / Other,"Moderate, middle of the road",Not interested at all,Disapprove Strongly,Pennsylvania,High school graduate,0,0,Unfriendly,Agree Somewhat,Neither Agree nor Disagree,Very Acceptable,Neutral,Very Unacceptable,Neutral,Somewhat Acceptable,Somewhat Acceptable,1,22,2,15,14,2,7,1
980,Male,56,White,,Independent / Other,"Moderate, middle of the road",Moderately interested,Neither Approve nor Disapprove,Oregon,"Some college, but no degree (yet)",20,20,Unfriendly,Agree Slightly,Agree Slightly,Neutral,Neutral,Somewhat Unacceptable,Neutral,Neutral,Neutral,1,56,10,1,1,4,4,4
555,Male,24,White,,Democrat,Extremely conservative,Extremely interested,Approve Strongly,Arizona,4-year college degree,100,50,Friendly,Agree Strongly,Agree Strongly,Somewhat Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,1,24,1,1,2,6,1,4
488,Female,66,White,,Democrat,Slightly liberal,Moderately interested,Disapprove Strongly,New York,4-year college degree,77,16,Friendly,Disagree Slightly,Agree Somewhat,Somewhat Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,2,66,8,1,1,6,2,1
873,Male,72,White,,Independent / Other,Slightly liberal,Very interested,Disapprove Strongly,Texas,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",81,2,Unfriendly,Agree Somewhat,Agree Slightly,Very Acceptable,Somewhat Acceptable,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,Very Unacceptable,1,72,19,1,1,7,3,3
1602,Male,37,White,,Republican,"Moderate, middle of the road",Very interested,Approve Strongly,Delaware,4-year college degree,61,99,Friendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,1,59,11,6,1,6,10,3
599,Male,74,Native American,,Republican,Extremely conservative,Extremely interested,Approve Strongly,Florida,4-year college degree,0,100,Enemy,Agree Strongly,Agree Strongly,Very Acceptable,Very Acceptable,Somewhat Acceptable,Very Acceptable,Very Unacceptable,Very Unacceptable,1,74,9,1,1,6,10,3
284,Male,57,White,,Independent / Other,Conservative,Moderately interested,Approve Strongly,Pennsylvania,4-year college degree,19,19,Unfriendly,Agree Somewhat,Agree Slightly,Very Acceptable,Very Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,1,57,21,1,1,8,4,1
620,Male,23,Hispanic or Latino,,Independent / Other,"Moderate, middle of the road",Moderately interested,Neither Approve nor Disapprove,California,4-year college degree,39,40,Friendly,Agree Slightly,Agree Slightly,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,1,23,1,1,2,6,4,4
601,Male,72,Asian or Asian American,,Republican,Conservative,Very interested,Approve Somewhat,California,"Some college, but no degree (yet)",34,74,Unfriendly,Agree Slightly,Agree Slightly,Very Acceptable,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Very Unacceptable,Somewhat Unacceptable,1,72,4,5,1,4,10,4
657,Male,57,White,,Republican,Conservative,Very interested,Approve Strongly,New York,4-year college degree,1,65,Friendly,Agree Slightly,Agree Somewhat,Very Acceptable,Very Acceptable,Very Unacceptable,Somewhat Acceptable,Neutral,Very Unacceptable,1,57,19,1,1,6,10,1
1197,Male,37,White,,Democrat,Liberal,Very interested,Disapprove Strongly,Virginia,2-year college degree,95,10,Unfriendly,Agree Somewhat,Agree Slightly,Very Acceptable,Somewhat Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,47,9,1,1,5,1,3
866,Male,54,White,,Republican,Conservative,Very interested,Approve Strongly,Tennessee,High school graduate,0,100,Unfriendly,Agree Somewhat,Agree Slightly,Very Acceptable,Neutral,Somewhat Unacceptable,Very Unacceptable,Neutral,Neutral,1,54,3,1,1,2,10,3
867,Female,71,White,,Democrat,Liberal,Very interested,Disapprove Strongly,Utah,4-year college degree,81,29,Unfriendly,Disagree Somewhat,Agree Somewhat,Very Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,2,71,5,1,1,6,1,4
2254,Male,50,White,,Independent / Other,Slightly liberal,Moderately interested,Disapprove Somewhat,Illinois,High school graduate,0,0,Unfriendly,Agree Somewhat,Disagree Somewhat,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,1,50,1,1,1,4,7,2
533,Male,67,White,,Independent / Other,Extremely liberal,Moderately interested,Disapprove Strongly,Colorado,4-year college degree,29,4,Friendly,Agree Slightly,Agree Somewhat,Very Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,67,20,1,1,6,4,4
486,Female,66,White,,Democrat,Liberal,Moderately interested,Disapprove Strongly,Washington,2-year college degree,99,40,Unfriendly,Agree Somewhat,Disagree Slightly,Somewhat Acceptable,Very Acceptable,Very Unacceptable,Neutral,Neutral,Neutral,2,66,2,1,1,5,2,4
499,Male,58,White,,Independent / Other,Conservative,Moderately interested,Approve Strongly,Arkansas,"Some college, but no degree (yet)",0,86,Enemy,Disagree Strongly,Disagree Somewhat,Very Acceptable,Neutral,Somewhat Unacceptable,Neutral,Neutral,Neutral,1,58,2,1,1,4,5,3
